,HOME,AWAY,PER,TS%,TRB%,TOV%,OWS,DWS,VORP,Result
1035,New York Knicks,Portland Trail Blazers,-0.042595149,-0.017499408,0.036457918,0.092493786,-0.439135004,-0.039743066,-0.551810801,1
1036,Houston Rockets,Phoenix Suns,-0.177540811,-0.02403587,-0.050120923,0.231901194,-0.888922954,-1.181926804,-1.639645636,0
1037,Minnesota Timberwolves,Los Angeles Lakers,0.045904268,0.000947398,0.003384302,-0.003821432,0.511007442,0.274725583,0.535405233,1
1038,San Antonio Spurs,Oklahoma City Thunder,0.141798006,0.051352945,0.013780715,-0.084653485,0.805584485,0.236266063,0.730878524,1
1039,Utah Jazz,Chicago Bulls,0.045555639,0.02907695,0.066963121,0.076157209,0.322638783,0.406009491,0.466591501,1
1040,Golden State Warriors,Boston Celtics,-0.050978432,-0.020168336,-0.002418875,0.139779056,-0.297917419,-0.211550785,-0.44528424,0
1041,Sacramento Kings,Milwaukee Bucks,-0.096922784,-0.008540677,-0.057165365,0.130563573,-0.750618487,-0.547539902,-1.168059865,0
1042,Los Angeles Clippers,Toronto Raptors,-0.057356168,0.055427989,-0.053210191,0.115440442,-0.629979165,-0.220226429,-0.749656979,0
1043,Orlando Magic,Detroit Pistons,-0.02491743,0.007459247,0.0047746,0.004339329,-0.038274481,0.229717171,0.071157384,0
1044,Philadelphia 76ers,Dallas Mavericks,0.043665964,-0.001887664,-0.010831891,0.038338629,0.0742599,-0.158185273,-0.124588765,1
1045,Atlanta Hawks,Memphis Grizzlies,-0.024638862,0.044207505,-0.067305643,-0.082407254,0.34153909,-0.669529817,-0.188997793,1
1046,Brooklyn Nets,Portland Trail Blazers,-0.069798377,0.029372834,-0.065121684,0.060388857,-0.291925459,-0.649502134,-0.533675509,1
1047,Cleveland Cavaliers,Denver Nuggets,-0.02793855,-0.024869124,-0.007873467,-0.023420679,-0.38000519,0.187113453,-0.332189605,1
1048,New York Knicks,Washington Wizards,-0.031714868,-0.012808786,0.038186191,0.002187301,0.192351214,0.638003315,0.47316932,1
1049,Toronto Raptors,Los Angeles Lakers,0.049325556,-0.048254281,0.039824033,-0.146751749,0.586984139,0.502150485,0.689150789,0
1050,Houston Rockets,Indiana Pacers,-0.086684185,-0.00902053,-0.021959321,0.126306401,-0.162712508,-0.411865082,-0.5867512,0
1051,Miami Heat,Oklahoma City Thunder,0.12393873,0.099680617,0.056176698,0.072675164,1.091202074,0.669679719,1.183676094,1
1052,San Antonio Spurs,New Orleans Pelicans,0.022802072,0.005744139,-0.050943886,-0.085254832,0.01773506,0.11169032,0.167252012,0
1053,Utah Jazz,Los Angeles Clippers,0.097719076,0.03605376,0.087206293,0.058058747,0.878021421,0.146196146,0.888580517,1
1054,Phoenix Suns,Chicago Bulls,0.046723801,0.000864822,0.021304588,-0.056185024,0.213822834,0.747951011,0.69141161,1
1055,Sacramento Kings,Boston Celtics,-0.11012659,-0.041000493,-0.063202448,0.020156719,-0.645181755,-1.264982505,-1.443041935,0
1056,Minnesota Timberwolves,Milwaukee Bucks,-0.02135029,-0.001410576,-0.044544073,0.117398474,-0.186840891,0.081556669,-0.292610624,1
1057,Charlotte Hornets,Dallas Mavericks,0.052475014,0.006534054,-0.011924628,0.094868631,0.138281162,-0.352569027,-0.162852181,1
1058,Cleveland Cavaliers,Detroit Pistons,0.124893672,0.067850646,0.048488132,-0.01634346,0.775780055,0.541290816,0.934254943,1
1059,Washington Wizards,Los Angeles Lakers,0.00667786,0.003701935,0.010564642,-0.040772405,-0.111739423,-0.190829801,-0.313635283,1
1060,Houston Rockets,Memphis Grizzlies,-0.200032316,0.02157463,-0.109502074,0.235003419,-0.698221211,-0.919196594,-1.304362019,0
1061,Indiana Pacers,Portland Trail Blazers,-0.200032316,0.02157463,-0.109502074,0.235003419,-0.698221211,-0.919196594,-1.304362019,1
1062,Atlanta Hawks,New Orleans Pelicans,0.072932677,0.038727236,-0.037416273,-0.175817685,0.702970241,-0.155390205,0.501590371,0
1063,Orlando Magic,Oklahoma City Thunder,-0.028514211,0.012741815,-0.003216578,0.026084583,0.129710123,0.221697353,0.087704253,1
1064,Sacramento Kings,Phoenix Suns,-0.120524852,-0.021198043,-0.037398592,0.11493846,-0.7789806,-1.12443271,-1.392938444,0
1065,New York Knicks,Utah Jazz,-0.114725472,-0.052334319,-0.025069302,-0.065332544,-0.754414604,0.019053312,-0.66854029,0
1066,Denver Nuggets,Boston Celtics,-0.034442265,-0.007539149,-0.012666255,0.023747591,0.117586375,-0.695837815,-0.356610367,0
1067,Golden State Warriors,San Antonio Spurs,-0.009098732,0.034020206,0.044837086,0.229507423,0.10268157,0.594178512,0.46343902,0
1068,Philadelphia 76ers,Toronto Raptors,0.011898549,0.054759174,-0.038363009,0.054011488,0.007022556,-0.173419178,-0.102394716,0
1069,Charlotte Hornets,New Orleans Pelicans,0.054256563,0.040041502,-0.057285096,-0.020923672,0.483950405,0.141155653,0.521470002,1
1070,Cleveland Cavaliers,Los Angeles Lakers,0.018077549,0.002409517,0.033425736,-0.01048614,0.329992786,0.401887155,0.414197955,0
1071,Detroit Pistons,Portland Trail Blazers,-0.106816123,-0.065441129,-0.015062396,0.00585732,-0.445787269,-0.139403661,-0.520056988,0
1072,Brooklyn Nets,Utah Jazz,-0.04613871,-0.044449794,-0.051399066,-0.075055601,-0.591443151,-0.570290824,-0.644139017,1
1073,Philadelphia 76ers,Miami Heat,0.040504717,-0.022452027,-0.047644456,-0.149527491,0.116576494,-0.209564569,-0.060316164,1
1074,Chicago Bulls,Toronto Raptors,-0.005192731,0.062404799,-0.032967019,0.09734198,-0.074596527,-0.480039774,-0.327667963,1
1075,Houston Rockets,Washington Wizards,-0.093362045,-0.012722465,-0.032523963,0.167078806,-0.050973085,-0.221035281,-0.273115917,1
1076,Oklahoma City Thunder,Boston Celtics,-0.183677706,-0.105541487,-0.061036676,-0.005074882,-1.206183474,-1.04199536,-1.639601784,0
1077,Dallas Mavericks,Minnesota Timberwolves,-0.028346127,0.007445159,0.008908613,-0.127257458,0.008739353,0.212190997,0.175939605,1
1078,Orlando Magic,Golden State Warriors,-0.161213485,-0.072631336,-0.061834379,-0.118769355,-0.778555932,-0.608747222,-1.106613291,1
1079,New York Knicks,Atlanta Hawks,-0.113746277,-0.022719196,0.028513723,0.152519168,-0.796436002,0.609371819,-0.369078989,0
1080,Milwaukee Bucks,Chicago Bulls,0.023121733,-0.011792544,0.041071361,-0.071810137,0.185460721,0.171058203,0.466533031,1
1081,Denver Nuggets,Los Angeles Clippers,0.054046711,0.020104933,0.054685361,0.044245846,0.752993002,-0.067150354,0.80689375,1
1082,Charlotte Hornets,New York Knicks,0.095070163,0.024033462,-0.048382546,0.002374845,0.577416166,-0.312825961,0.38895862,0
1083,Detroit Pistons,Atlanta Hawks,-0.195525392,-0.079053474,-0.035299506,0.196961592,-1.322835062,0.022794644,-1.048670014,1
1084,Indiana Pacers,Sacramento Kings,-0.077147897,-0.059258426,-0.005825406,-0.003486347,-0.393017115,0.214967327,-0.18001298,0
1085,Boston Celtics,Utah Jazz,-0.0092301,-0.008409678,-0.019854677,-0.037560492,-0.242614794,0.482491315,0.2749236,1
1086,Memphis Grizzlies,Brooklyn Nets,0.069798377,-0.029372834,0.065121684,-0.060388857,0.291925459,0.649502134,0.533675509,1
1087,Miami Heat,Golden State Warriors,-0.008760544,0.014307466,-0.002441103,-0.072178774,0.182936019,-0.160764856,-0.01064145,0
1088,Minnesota Timberwolves,Phoenix Suns,-0.044952358,-0.014067942,-0.0247773,0.101773361,-0.215203004,-0.495336139,-0.517489203,0
1089,Oklahoma City Thunder,Orlando Magic,0.028514211,-0.012741815,0.003216578,-0.026084583,-0.129710123,-0.221697353,-0.087704253,1
1090,Dallas Mavericks,Houston Rockets,0.104242326,0.017413087,0.034252236,-0.257385291,0.682459303,0.898781662,1.298096038,1
1091,Los Angeles Lakers,Philadelphia 76ers,-0.061224105,-0.006504893,-0.001461024,0.092740261,-0.594006695,-0.328731307,-0.586756073,0
1092,Portland Trail Blazers,San Antonio Spurs,-0.038578664,0.019370752,-0.006709497,0.100541419,-0.191812612,-0.10488222,-0.194274667,0
1093,Toronto Raptors,Cleveland Cavaliers,0.031248007,-0.050663798,0.006398297,-0.136265609,0.256991353,0.10026333,0.274952834,1
1094,Memphis Grizzlies,Indiana Pacers,0.095270582,-0.033004677,0.054117017,-0.098210878,0.205515917,0.105444357,0.303412864,1
1095,Milwaukee Bucks,Washington Wizards,0.060576698,-0.001343961,0.037363733,-0.080447501,0.809587756,0.383998715,1.14165114,1
1096,New Orleans Pelicans,Chicago Bulls,-0.028356233,-0.039265409,0.050796369,0.034123182,-0.33831006,-0.028918811,-0.334460171,1
1097,Denver Nuggets,Phoenix Suns,-0.044840527,0.012263301,0.013137601,0.118529332,-0.01621247,-0.55528802,-0.306506876,0
1098,Charlotte Hornets,Utah Jazz,-0.019655309,-0.028300857,-0.073451848,-0.062957699,-0.176998438,-0.293772649,-0.27958167,1
1099,Detroit Pistons,Washington Wizards,-0.113493983,-0.069143064,-0.025627038,0.046629725,-0.334047846,0.05142614,-0.206421705,0
1100,Atlanta Hawks,Golden State Warriors,0.059229337,-0.001037109,-0.031309473,-0.320070276,0.582553611,-0.861259037,-0.129100661,1
1101,Miami Heat,New York Knicks,0.045756396,0.038063771,0.000354647,0.095372334,0.39681841,0.091122362,0.4875382,0
1102,Minnesota Timberwolves,Dallas Mavericks,0.028346127,-0.007445159,-0.008908613,0.127257458,-0.008739353,-0.212190997,-0.175939605,1
1103,Portland Trail Blazers,Houston Rockets,0.132588453,0.009967928,0.025343623,-0.130127833,0.67371995,0.686590665,1.122156433,0
1104,Los Angeles Clippers,Philadelphia 76ers,-0.069254717,0.000668815,-0.014847182,0.061428954,-0.637001721,-0.046807251,-0.647262263,0
1105,New Orleans Pelicans,San Antonio Spurs,-0.022802072,-0.005744139,0.050943886,0.085254832,-0.01773506,-0.11169032,-0.167252012,0
1106,Orlando Magic,Sacramento Kings,-0.102065327,-0.051799179,-0.001050806,0.000852982,-0.431291596,0.444684498,-0.108855596,0
1107,Toronto Raptors,Indiana Pacers,0.078993782,-0.042071578,0.049061023,-0.156095416,0.639754293,0.856521473,1.029194797,1
1108,Cleveland Cavaliers,Chicago Bulls,-0.026055276,-0.011741001,0.026568722,0.038923629,-0.182394826,0.379776444,0.052715129,0
1109,Memphis Grizzlies,Milwaukee Bucks,0.046093573,-0.032953134,0.039614378,0.012522888,-0.16233963,0.314162598,-0.110405038,1
1110,Miami Heat,Brooklyn Nets,-0.022830366,0.030179246,0.026684411,0.105095391,0.233846957,0.680466498,0.463136927,0
1111,Denver Nuggets,Oklahoma City Thunder,0.149235441,0.098002338,0.048370421,0.028822473,1.323769849,0.346157545,1.282991417,1
1112,Portland Trail Blazers,Houston Rockets,0.132700284,0.036299171,0.063258524,-0.113371862,0.872710484,0.626638784,1.33313876,0
1113,Detroit Pistons,New York Knicks,-0.081779115,-0.056334278,-0.063813229,0.044442424,-0.52639906,-0.586577175,-0.679591025,0
1114,Boston Celtics,Minnesota Timberwolves,0.034554096,0.033870392,0.050581156,-0.00699162,0.081404159,0.635885934,0.567592694,1
1115,Phoenix Suns,Philadelphia 76ers,0.029632521,0.008510447,0.026700578,-0.012854532,0.132203751,0.441330415,0.466138363,1
1116,Washington Wizards,Golden State Warriors,-0.022802072,-0.010947519,-0.040981941,-0.169738409,-0.406233605,-0.889890533,-0.97134897,1
1117,New Orleans Pelicans,Los Angeles Lakers,0.015776592,-0.025114891,0.057653383,-0.015286587,0.174077552,-0.0068081,0.027022655,1
1118,Brooklyn Nets,Charlotte Hornets,-0.026483401,-0.016148937,0.022052782,-0.012097902,-0.414444713,-0.276518175,-0.364557347,0
1119,Dallas Mavericks,Utah Jazz,-0.072130323,-0.034834911,-0.06152722,-0.15782633,-0.3152796,0.058796378,-0.116729489,1
1120,Charlotte Hornets,Denver Nuggets,0.024017056,-0.01235203,-0.040930916,-0.049144798,-0.051970019,-0.080426149,-0.197894903,0
1121,Cleveland Cavaliers,Orlando Magic,0.149811102,0.060391399,0.043713532,-0.020682789,0.814054536,0.311573645,0.863097559,1
1122,Indiana Pacers,Atlanta Hawks,-0.07063172,-0.011202828,0.013188626,0.180618132,-0.547055007,0.56408546,-0.114415071,0
1123,Miami Heat,Sacramento Kings,0.050387614,0.035139623,0.05834247,0.047443563,0.530200355,0.892666864,0.987116245,1
1124,New York Knicks,Chicago Bulls,-0.069169833,-0.023257369,0.041893819,0.010824665,-0.431775821,0.425062803,-0.201948789,1
1125,Toronto Raptors,Boston Celtics,-0.031132808,-0.083072071,-0.014141425,-0.135938697,-0.005427462,-0.408461032,-0.413847138,1
1126,Houston Rockets,San Antonio Spurs,-0.125262849,0.010350222,-0.028668818,0.22684782,-0.35452512,-0.516747302,-0.781025867,0
1127,Memphis Grizzlies,Golden State Warriors,0.083868199,-0.045244614,0.03599617,-0.237663022,0.241014521,-0.19172922,0.059897132,1
1128,Portland Trail Blazers,Oklahoma City Thunder,0.216567473,0.040128537,0.094613971,-0.092809084,1.149280576,0.638715355,1.254214676,0
1129,Philadelphia 76ers,Milwaukee Bucks,-0.006030453,0.004146919,-0.046467351,0.028479645,-0.103841638,0.135562393,-0.241259784,0
1130,Washington Wizards,Chicago Bulls,-0.037454965,-0.010448583,0.003707628,0.008637364,-0.624127035,-0.212940512,-0.675118109,0
1131,Brooklyn Nets,Detroit Pistons,0.150365877,0.064218803,0.037483465,-0.054165481,0.689370513,-0.002766961,0.703992298,1
1132,Dallas Mavericks,Los Angeles Lakers,0.017558141,0.008392557,0.012292915,-0.13107889,0.519746795,0.48691658,0.711344838,1
1133,Los Angeles Clippers,Utah Jazz,-0.097719076,-0.03605376,-0.087206293,-0.058058747,-0.878021421,-0.146196146,-0.888580517,1
1134,Cleveland Cavaliers,Dallas Mavericks,0.000519408,-0.00598304,0.021132821,0.12059275,-0.189754009,-0.085029425,-0.297146883,0
1135,Indiana Pacers,Denver Nuggets,-0.02793855,-0.024869124,-0.007873467,-0.023420679,-0.38000519,0.187113453,-0.332189605,0
1136,Washington Wizards,Orlando Magic,0.138411413,0.061683817,0.020852438,-0.050969054,0.372322327,-0.281143311,0.135264321,1
1137,Boston Celtics,Miami Heat,0.059738976,0.00586087,0.004859978,-0.067600282,0.1149814,0.372315641,0.45592569,0
1138,New York Knicks,Charlotte Hornets,-0.095070163,-0.024033462,0.048382546,-0.002374845,-0.577416166,0.312825961,-0.38895862,0
1139,Toronto Raptors,Minnesota Timberwolves,0.003421288,-0.049201679,0.036439731,-0.142930317,0.075976697,0.227424902,0.153745556,1
1140,Houston Rockets,Sacramento Kings,-0.057015959,-0.002837827,-0.012722331,0.116962734,-0.109942354,-0.057494094,-0.246707192,0
1141,Oklahoma City Thunder,Atlanta Hawks,-0.191928611,-0.084336042,-0.027308328,0.175216338,-1.490819666,0.030814462,-1.065216883,0
1142,San Antonio Spurs,Memphis Grizzlies,-0.074769467,0.011224408,-0.080833256,0.008155599,-0.343696091,-0.402449292,-0.523336152,0
1143,Golden State Warriors,Phoenix Suns,-0.061376694,-0.000365886,0.023384981,0.234560797,-0.431716264,-0.07100099,-0.395180749,0
1144,Portland Trail Blazers,New Orleans Pelicans,0.01370334,0.039764345,-0.0061068,0.144252591,0.12041663,0.705868832,0.630691032,0
1145,Detroit Pistons,Philadelphia 76ers,-0.168040228,-0.071946022,-0.01652342,0.098597581,-1.039793964,-0.468134968,-1.106813061,1
1146,Atlanta Hawks,Cleveland Cavaliers,0.07063172,0.011202828,-0.013188626,-0.180618132,0.547055007,-0.56408546,0.114415071,1
1147,Brooklyn Nets,Milwaukee Bucks,-0.023704804,-0.0035803,-0.025507306,0.072911745,-0.454265089,-0.335339536,-0.644080547,0
1148,Chicago Bulls,Los Angeles Clippers,0.052163437,0.00697681,0.020243172,-0.018098462,0.555382638,-0.259813345,0.421989016,1
1149,Utah Jazz,Los Angeles Lakers,0.089688464,0.043227468,0.073820135,0.02674744,0.835026395,0.428120202,0.828074327,1
1150,Orlando Magic,Toronto Raptors,-0.181059109,-0.009727601,-0.050111829,0.156948398,-1.071045889,-0.411836975,-1.138050393,0
1151,Washington Wizards,Dallas Mavericks,-0.010880281,-0.004690622,-0.001728273,0.090306485,-0.631486218,-0.677746381,-1.024980121,1
1152,Boston Celtics,Indiana Pacers,0.062900223,0.026425233,0.041672543,0.120265838,0.072664806,0.423694937,0.391653089,1
1153,Houston Rockets,Sacramento Kings,-0.057015959,-0.002837827,-0.012722331,0.116962734,-0.109942354,-0.057494094,-0.246707192,0
1154,Memphis Grizzlies,Phoenix Suns,0.022491505,-0.0456105,0.059381151,-0.003102225,-0.190701743,-0.26273021,-0.335283617,1
1155,Milwaukee Bucks,Los Angeles Clippers,0.07528517,-0.004815734,0.061314533,-0.089908599,0.740843359,-0.088755142,0.888522047,0
1156,Oklahoma City Thunder,Detroit Pistons,0.003596781,-0.005282568,0.007991178,-0.021745254,-0.167984604,0.008019818,-0.016546869,0
1157,San Antonio Spurs,Portland Trail Blazers,0.145394787,0.046070377,0.021771893,-0.106398739,0.637599881,0.244285881,0.714331655,1
1158,Denver Nuggets,Minnesota Timberwolves,0.000111831,0.026331243,0.037914901,0.016755971,0.198990534,-0.059951881,0.210982327,0
1159,Los Angeles Lakers,New Orleans Pelicans,-0.015776592,0.025114891,-0.057653383,0.015286587,-0.174077552,0.0068081,-0.027022655,0
1160,Philadelphia 76ers,Charlotte Hornets,-0.00880905,-0.008421718,0.001092737,-0.056530002,-0.064021262,0.194383754,0.038263416,1
1161,New York Knicks,Cleveland Cavaliers,-0.043114557,-0.011516368,0.015325097,-0.028098964,-0.249380995,0.045286359,-0.254663918,0
1162,Atlanta Hawks,Brooklyn Nets,0.045159515,0.014834671,-0.002183959,-0.142796111,0.633464549,-0.020027683,0.344677716,1
1163,Chicago Bulls,Miami Heat,0.023413437,-0.014806402,-0.042248466,-0.106196999,0.034957411,-0.516185165,-0.285589411,0
1164,Golden State Warriors,Utah Jazz,-0.060208532,-0.028578014,-0.022273552,0.102218564,-0.540532213,0.27094053,-0.17036064,1
1165,Boston Celtics,Washington Wizards,0.073780504,0.031115855,0.043400816,0.029959353,0.704151024,1.101441318,1.41663321,1
1166,Milwaukee Bucks,Dallas Mavericks,0.049696417,-0.006034583,0.03563546,0.009858984,0.178101538,-0.293747666,0.116671019,0
1167,Los Angeles Lakers,Denver Nuggets,-0.046016099,-0.027278641,-0.041299203,-0.012934539,-0.709997976,-0.214773702,-0.74638756,0
1168,Indiana Pacers,Detroit Pistons,0.106816123,0.065441129,0.015062396,-0.00585732,0.445787269,0.139403661,0.520056988,0
1169,Cleveland Cavaliers,Philadelphia 76ers,-0.043146556,-0.004095376,0.031964712,0.082254121,-0.264013909,0.073155848,-0.172558118,0
1170,Orlando Magic,New York Knicks,-0.106696545,-0.048875031,-0.059038629,0.048781753,-0.564673541,-0.356860004,-0.608433641,0
1171,Houston Rockets,Minnesota Timberwolves,-0.132588453,-0.009967928,-0.025343623,0.130127833,-0.67371995,-0.686590665,-1.122156433,0
1172,Oklahoma City Thunder,Phoenix Suns,-0.194075968,-0.085739037,-0.03523282,0.089706859,-1.339982319,-0.901445565,-1.589498293,1
1173,San Antonio Spurs,Portland Trail Blazers,-0.052277962,-0.034386092,-0.021452105,0.005053374,-0.534397834,-0.665179502,-0.858619769,1
1174,Toronto Raptors,Miami Heat,0.028606168,-0.077211201,-0.009281447,-0.203538979,0.109553938,-0.036145391,0.042078552,0
1175,Sacramento Kings,Golden State Warriors,-0.059148158,-0.020832157,-0.060783573,-0.119622337,-0.347264336,-1.05343172,-0.997757695,0
1176,Los Angeles Clippers,New Orleans Pelicans,-0.023807204,0.032288599,-0.071039541,-0.01602472,-0.217072578,0.288732156,-0.087528845,1
1177,Indiana Pacers,Philadelphia 76ers,-0.069254717,0.000668815,-0.014847182,0.061428954,-0.637001721,-0.046807251,-0.647262263,0
1178,Orlando Magic,Cleveland Cavaliers,-0.149811102,-0.060391399,-0.043713532,0.020682789,-0.814054536,-0.311573645,-0.863097559,1
1179,Brooklyn Nets,Houston Rockets,0.130233939,0.007798204,0.04438039,-0.174614562,0.406295752,0.26969446,0.77068651,1
1180,Miami Heat,Charlotte Hornets,-0.049313767,0.014030309,0.048737193,0.092997489,-0.180597756,0.403948323,0.09857958,1
1181,Toronto Raptors,Atlanta Hawks,-0.039383713,-0.061866626,0.019586923,0.044352523,-0.290063654,0.66434879,0.160537763,1
1182,Chicago Bulls,Milwaukee Bucks,-0.023121733,0.011792544,-0.041071361,0.071810137,-0.185460721,-0.171058203,-0.466533031,0
1183,Minnesota Timberwolves,Washington Wizards,0.039226408,-0.002754537,-0.00718034,0.036950973,0.622746865,0.465555384,0.849040516,0
1184,Oklahoma City Thunder,Portland Trail Blazers,-0.109897202,-0.074425632,-0.01763586,0.024884471,-0.50203245,0.059445958,-0.222968574,1
1185,Denver Nuggets,San Antonio Spurs,0.007437435,0.046649393,0.034589706,0.113475958,0.518185364,0.109891482,0.552112893,0
1186,Utah Jazz,Memphis Grizzlies,-0.023659667,0.073822628,-0.013722618,0.135444458,0.299517692,-0.07921131,0.110463508,1
1187,Sacramento Kings,New Orleans Pelicans,-0.045444818,0.018932188,-0.066890373,0.024630254,-0.226847706,-0.347562888,-0.367066663,0
1188,Phoenix Suns,Los Angeles Lakers,0.090856626,0.01501534,0.028161602,-0.105594793,0.726210446,0.770061722,1.052894436,1
1189,Detroit Pistons,Dallas Mavericks,-0.124374264,-0.073833686,-0.027355311,0.13693621,-0.965534064,-0.626320241,-1.231401826,0
1190,New York Knicks,Brooklyn Nets,-0.068586762,-0.007884525,0.026329764,0.009723057,-0.162971453,0.589344136,-0.024401273,0
1191,Atlanta Hawks,Washington Wizards,0.082031409,0.00991041,0.009672468,-0.150331867,0.988787216,0.028631496,0.842248309,1
1192,Chicago Bulls,Boston Celtics,-0.036325539,-0.020667272,-0.047108444,-0.038596717,-0.080023989,-0.888500806,-0.741515101,0
1193,Utah Jazz,Oklahoma City Thunder,0.192907806,0.113951165,0.080891353,0.042635374,1.448798268,0.559504045,1.364678184,1
1194,Los Angeles Clippers,Phoenix Suns,-0.098887238,-0.007841632,-0.04154776,0.074283486,-0.769205472,-0.488137666,-1.113400626,1
1195,Charlotte Hornets,Orlando Magic,0.201766708,0.072908493,0.010656083,-0.046406908,1.142089707,0.044034043,0.997392261,1
1196,Milwaukee Bucks,Boston Celtics,-0.013203806,-0.032459816,-0.006037083,-0.110406854,0.105436732,-0.717442603,-0.27498207,1
1197,Toronto Raptors,Philadelphia 76ers,-0.011898549,-0.054759174,0.038363009,-0.054011488,-0.007022556,0.173419178,0.102394716,1
1198,Minnesota Timberwolves,San Antonio Spurs,0.007325604,0.02031815,-0.003325195,0.096719987,0.31919483,0.169843363,0.341130566,1
1199,New Orleans Pelicans,Portland Trail Blazers,-0.022802072,-0.005744139,0.050943886,0.085254832,-0.01773506,-0.11169032,-0.167252012,1
1200,Denver Nuggets,Memphis Grizzlies,-0.067332032,0.057873801,-0.04624355,0.121631557,0.174489273,-0.29255781,0.028776741,1
1201,Golden State Warriors,Los Angeles Lakers,0.029479932,0.014649454,0.051546583,0.128966004,0.294494182,0.699060732,0.657713687,1
1202,Detroit Pistons,Milwaukee Bucks,-0.174070681,-0.067799103,-0.062990771,0.127077226,-1.143635602,-0.332572575,-1.348072845,0
1203,Washington Wizards,New York Knicks,0.031714868,0.012808786,-0.038186191,-0.002187301,-0.192351214,-0.638003315,-0.47316932,0
1204,Brooklyn Nets,Cleveland Cavaliers,0.025472205,-0.003631843,-0.011004667,-0.037822021,-0.086409542,-0.544057777,-0.230262645,1
1205,Toronto Raptors,Houston Rockets,0.136009741,-0.039233751,0.061783354,-0.27305815,0.749696647,0.914015567,1.275901989,1
1206,Chicago Bulls,Charlotte Hornets,-0.02590033,-0.000776093,0.006488727,-0.01319951,-0.145640345,-0.112236842,-0.187009831,0
1207,Miami Heat,Atlanta Hawks,-0.067989881,0.015344575,0.02886837,0.247891502,-0.399617592,0.700494181,0.118459211,1
1208,Dallas Mavericks,Portland Trail Blazers,-0.071151128,-0.005219788,-0.007944195,0.060025382,-0.357300998,0.649114885,0.182731812,1
1209,Utah Jazz,Phoenix Suns,-0.001168162,0.028212128,0.045658533,0.132342233,0.108815949,-0.34194152,-0.224820109,0
1210,Los Angeles Lakers,Oklahoma City Thunder,0.103219342,0.070723697,0.007071218,0.015887934,0.613771873,0.131383843,0.536603857,1
1211,Philadelphia 76ers,Indiana Pacers,0.164443447,0.07722859,0.008532242,-0.076852327,1.207778568,0.46011515,1.12335993,1
1212,Memphis Grizzlies,New Orleans Pelicans,0.097571539,-0.005480269,0.02988937,-0.093410431,0.361431151,0.514139612,0.690588164,1
1213,San Antonio Spurs,Golden State Warriors,0.009098732,-0.034020206,-0.044837086,-0.229507423,-0.10268157,-0.594178512,-0.46343902,0
1214,Los Angeles Clippers,Sacramento Kings,0.021637614,0.013356411,-0.004149168,-0.040654974,0.009775128,0.636295044,0.279537818,1
1215,Brooklyn Nets,Indiana Pacers,0.07321798,0.004960377,0.031658059,-0.057651828,0.296353398,0.212200366,0.523979318,1
1216,Charlotte Hornets,Washington Wizards,0.063355295,0.011224676,-0.010196355,0.004562146,0.76976738,0.325177354,0.86212794,1
1217,Cleveland Cavaliers,Milwaukee Bucks,-0.049177009,5.15E-05,-0.014502639,0.110733766,-0.367855547,0.208718241,-0.413817902,1
1218,Houston Rockets,Atlanta Hawks,-0.175393454,-0.022632875,-0.042196431,0.317410673,-1.039760301,-0.249666777,-1.115364226,0
1219,Memphis Grizzlies,Boston Celtics,0.032889767,-0.06541295,0.033577295,-0.097883966,-0.056902898,-0.403280005,-0.385387108,0
1220,New York Knicks,Toronto Raptors,-0.074362564,0.03914743,0.0089268,0.108166645,-0.506372348,-0.054976971,-0.529616752,1
1221,Orlando Magic,Miami Heat,-0.152452941,-0.086938802,-0.059393276,-0.046590581,-0.961491951,-0.447982366,-1.095971841,1
1222,Philadelphia 76ers,Detroit Pistons,0.168040228,0.071946022,0.01652342,-0.098597581,1.039793964,0.468134968,1.106813061,1
1223,Minnesota Timberwolves,Chicago Bulls,0.001771443,-0.01320312,-0.003472712,0.045588337,-0.00138017,0.252614872,0.173922407,0
1224,Dallas Mavericks,San Antonio Spurs,-0.021020523,0.027763309,0.005583418,-0.030537471,0.327934183,0.38203436,0.517070171,1
1225,Denver Nuggets,Los Angeles Lakers,0.046016099,0.027278641,0.041299203,0.012934539,0.709997976,0.214773702,0.74638756,0
1226,Los Angeles Clippers,Oklahoma City Thunder,0.09518873,0.077897405,-0.00631494,-0.015423373,0.570776847,0.413307899,0.476097667,1
1227,New Orleans Pelicans,Golden State Warriors,-0.01370334,-0.039764345,0.0061068,-0.144252591,-0.12041663,-0.705868832,-0.630691032,0
1228,Phoenix Suns,Sacramento Kings,0.120524852,0.021198043,0.037398592,-0.11493846,0.7789806,1.12443271,1.392938444,0
1229,Portland Trail Blazers,Utah Jazz,0.001168162,-0.028212128,-0.045658533,-0.132342233,-0.108815949,0.34194152,0.224820109,0
